CATEGORIA ,EAN,MARCA ,FRANQUICIA ,TITULO  ,TIPO DE PRODUCTO ,DESCRIPCION CORTA ,DESCRIPCIÓN LARGA,INFO ADICIONAL,PRESENTACION/ COMPOSICION ,BENEFICIO 1,BENEFICIO 2,BENEFICIO 3,MODO DE APLICACIÓN,CROSSELLING,KEY WORD PARA SEARCH,HIPOALERGENICO,TIPO DE PIEL,EJE,CODIGO HEXA,Pack Size,Pack Size UOM
MAKE UP ,7899026404922,MNY ,Colorama,Colorama,Esmalte de uñas,Colores irresistibles con un brillo extremo. Conocé todos los colores de los esmaltes Colorama disponibles y dale vida a tus uñas.,,,,Colores intensos. ,Máximo brillo,,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Extra Brillo Protector de Colorama, y dale aun más brillo a tus uñas.",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,8,ml
MAKE UP ,7899026412040,MNY ,Colorama,Colorama,Esmalte de uñas,Colores irresistibles con un brillo extremo. Conocé todos los colores de los esmaltes Colorama disponibles y dale vida a tus uñas.,,,,Colores intensos. ,Máximo brillo,,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Extra Brillo Protector de Colorama, y dale aun más brillo a tus uñas.",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,8,ml
MAKE UP ,7899026408340,MNY ,Colorama,Colorama,Esmalte de uñas,Colores irresistibles con un brillo extremo. Conocé todos los colores de los esmaltes Colorama disponibles y dale vida a tus uñas.,,,,Colores intensos. ,Máximo brillo,,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Extra Brillo Protector de Colorama, y dale aun más brillo a tus uñas.",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,8,ml
MAKE UP ,7899026426276,MNY ,Colorama,Colorama,Esmalte de uñas,Colores irresistibles con un brillo extremo. Conocé todos los colores de los esmaltes Colorama disponibles y dale vida a tus uñas.,,,,Colores intensos. ,Máximo brillo,,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Extra Brillo Protector de Colorama, y dale aun más brillo a tus uñas.",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,8,ml
MAKE UP ,7899026426269,MNY ,Colorama,Colorama,Esmalte de uñas,Colores irresistibles con un brillo extremo. Conocé todos los colores de los esmaltes Colorama disponibles y dale vida a tus uñas.,,,,Colores intensos. ,Máximo brillo,,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Extra Brillo Protector de Colorama, y dale aun más brillo a tus uñas.",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,8,ml
MAKE UP ,30116214,MNY ,Dr. Rescue,Dr. Rescue,Esmalte Tratamiento,"¡Ahora cuidar tus uñas es mucho más fácil con Dr. Rescue, de Maybelline! Bases y top coats que protegen y dan brillo a tus uñas.",,,,"Neutraliza, corrige, blanquea y da brillo",0,,Colocar antes o después del esmalte color según corresponda. Para mejores resultados aplicar sobre uñas limpias y secas.,41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600530554126,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes; tratamiento de uñas; uñas resistentes; uñas fuertes; cuidado de uñas",0,Todo tipo de piel,Uñas,0,7,ml
MAKE UP ,30116221,MNY ,Dr. Rescue,Dr. Rescue,Esmalte Tratamiento,"¡Ahora cuidar tus uñas es mucho más fácil con Dr. Rescue, de Maybelline! Bases y top coats que protegen y dan brillo a tus uñas.",,,,"Ayuda a remover el glitter, alisa el esmalte.",0,,Colocar antes o después del esmalte color según corresponda. Para mejores resultados aplicar sobre uñas limpias y secas.,41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600530554126,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes; tratamiento de uñas; uñas resistentes; uñas fuertes; cuidado de uñas",0,Todo tipo de piel,Uñas,0,7,ml
MAKE UP ,30116238,MNY ,Dr. Rescue,Dr. Rescue,Esmalte Tratamiento,"¡Ahora cuidar tus uñas es mucho más fácil con Dr. Rescue, de Maybelline! Bases y top coats que protegen y dan brillo a tus uñas.",,,,"Acabado efecto gel, larga duración.",0,,Colocar antes o después del esmalte color según corresponda. Para mejores resultados aplicar sobre uñas limpias y secas.,41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600530554126,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes; tratamiento de uñas; uñas resistentes; uñas fuertes; cuidado de uñas",0,Todo tipo de piel,Uñas,0,7,ml
MAKE UP ,30116252,MNY ,Dr. Rescue,Dr. Rescue,Esmalte Tratamiento,"¡Ahora cuidar tus uñas es mucho más fácil con Dr. Rescue, de Maybelline! Bases y top coats que protegen y dan brillo a tus uñas.",,,,"Nutre y fortalece, protección y brillo.",0,,Colocar antes o después del esmalte color según corresponda. Para mejores resultados aplicar sobre uñas limpias y secas.,41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600530554126,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes; tratamiento de uñas; uñas resistentes; uñas fuertes; cuidado de uñas",0,Todo tipo de piel,Uñas,0,7,ml
MAKE UP ,7899026401723,MNY ,Colorama Tratamiento,Colorama Tratamiento,Esmalte Tratamiento,"¡Ahora cuidar tus uñas es mucho más fácil con Dr. Rescue, de Maybelline! Bases y top coats que protegen y dan brillo a tus uñas.",,,,Unifica la superficie de las uñas para lograr una mejor cobertura del color,0,,Colocar antes o después del esmalte color según corresponda. Para mejores resultados aplicar sobre uñas limpias y secas.,41554492071; 7790033215832; 7790033202306; 7899026423534; 7898587773539; 7899026405141,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes; tratamiento de uñas; uñas resistentes; uñas fuertes; cuidado de uñas",0,Todo tipo de piel,Uñas,0,8,ml
MAKE UP ,7899026451117,MNY ,Crecer Forte,Crecer Forte,Esmalte Tratamiento,"¡Color + tratamiento en un solo esmalte! Con los esmaltes Crecer Forte, de Maybelline, fortalecé, acondicioná y suavizá tu uñas.",,,,Color + tratamiento en un solo esmalte,0,,"Aplicar sobre las uñas limpias y secas. Colocar una o dos capas, según la intensidad deseada. ",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes; tratamiento de uñas; uñas resistentes; uñas fuertes; cuidado de uñas",0,Todo tipo de piel,Uñas,0,8,ml
MAKE UP ,3600531376796,MNY ,SuperStay 7 Days,SuperStay 7 Days Super Impact,Esmalte de uñas,"Super Stay 7 Days, de Maybelline. Tecnología profesional: color gel de larga duración.",,,,Tecnología Gel. Larga duración,"Cepillo ancho, anti-desbordes",,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Top Coat SuperStay 7 Days, y dale aun más brillo a tus uñas.",41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600531318949,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531376802,MNY ,SuperStay 7 Days,SuperStay 7 Days Super Impact,Esmalte de uñas,"Super Stay 7 Days, de Maybelline. Tecnología profesional: color gel de larga duración.",,,,Tecnología Gel. Larga duración,"Cepillo ancho, anti-desbordes",,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Top Coat SuperStay 7 Days, y dale aun más brillo a tus uñas.",41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600531318949,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531376772,MNY ,SuperStay 7 Days,SuperStay 7 Days Super Impact,Esmalte de uñas,"Super Stay 7 Days, de Maybelline. Tecnología profesional: color gel de larga duración.",,,,Tecnología Gel. Larga duración,"Cepillo ancho, anti-desbordes",,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Top Coat SuperStay 7 Days, y dale aun más brillo a tus uñas.",41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600531318949,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531401108,MNY ,SuperStay 7 Days,SuperStay 7 Days,Esmalte de uñas,"Super Stay 7 Days, de Maybelline. Tecnología profesional: color gel de larga duración.",,,,Tecnología Gel. Larga duración,"Cepillo ancho, anti-desbordes",,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Top Coat SuperStay 7 Days, y dale aun más brillo a tus uñas.",41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600531318949,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531401115,MNY ,SuperStay 7 Days,SuperStay 7 Days,Esmalte de uñas,"Super Stay 7 Days, de Maybelline. Tecnología profesional: color gel de larga duración.",,,,Tecnología Gel. Larga duración,"Cepillo ancho, anti-desbordes",,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Top Coat SuperStay 7 Days, y dale aun más brillo a tus uñas.",41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600531318949,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531401139,MNY ,SuperStay 7 Days,SuperStay 7 Days,Esmalte de uñas,"Super Stay 7 Days, de Maybelline. Tecnología profesional: color gel de larga duración.",,,,Tecnología Gel. Larga duración,"Cepillo ancho, anti-desbordes",,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Top Coat SuperStay 7 Days, y dale aun más brillo a tus uñas.",41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600531318949,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531401238,MNY ,SuperStay 7 Days,SuperStay 7 Days,Esmalte de uñas,"Super Stay 7 Days, de Maybelline. Tecnología profesional: color gel de larga duración.",,,,Tecnología Gel. Larga duración,"Cepillo ancho, anti-desbordes",,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Top Coat SuperStay 7 Days, y dale aun más brillo a tus uñas.",41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600531318949,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531401245,MNY ,SuperStay 7 Days,SuperStay 7 Days,Esmalte de uñas,"Super Stay 7 Days, de Maybelline. Tecnología profesional: color gel de larga duración.",,,,Tecnología Gel. Larga duración,"Cepillo ancho, anti-desbordes",,"Aplicá una base de nutrición para proteger tus uñas, después aplicá una o dos capas de color, según la intensidad que busques. Por último, prolongá la duración con el Top Coat SuperStay 7 Days, y dale aun más brillo a tus uñas.",41554209570; 41554486155; 41554493719; 7899026426481; 41554429954; 3600531318949,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531376772,MNY ,SuperStay 7 Days,SuperStay Super Impact,Esmalte de uñas,Colores irresistibles para estar a la ultima moda!,,,,"Cepillo ancho, anti-desbordes",0,,"Aplicar sobre las uñas limpias y secas. Colocar una o dos capas, según la intensidad deseada. ",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531376789,MNY ,SuperStay 7 Days,SuperStay Super Impact,Esmalte de uñas,Colores irresistibles para estar a la ultima moda!,,,,"Cepillo ancho, anti-desbordes",0,,"Aplicar sobre las uñas limpias y secas. Colocar una o dos capas, según la intensidad deseada. ",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531354527,MNY ,SuperStay 7 Days,SuperStay Metals,Esmalte de uñas,Colores irresistibles para estar a la ultima moda!,,,,"Cepillo ancho, anti-desbordes",0,,"Aplicar sobre las uñas limpias y secas. Colocar una o dos capas, según la intensidad deseada. ",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
MAKE UP ,3600531354534,MNY ,SuperStay 7 Days,SuperStay Metals,Esmalte de uñas,Colores irresistibles para estar a la ultima moda!,,,,"Cepillo ancho, anti-desbordes",0,,"Aplicar sobre las uñas limpias y secas. Colocar una o dos capas, según la intensidad deseada. ",41554492071; 7790033215832; 7790033202306; 7899026423534; 41554492644; 7898587773539,"Uñas, uña; pintauñas; pinta uñas; esmalte; esmalte larga duración; esmaltes",0,Todo tipo de piel,Uñas,0,10,ml
HAIR CARE,7509552805260,FRU,Brillo Vitaminado,Fructis Brillo Vitaminado Shampoo 200ml,shampoo,"FRUCTIS
Brillo Vitaminado Acondicionador
 4/5 (1 Opiniones)
Fructis Brillo Vitaminado para cabellos normales y opacos. Cabello más brillante y fuerte. Brinda a tu cabello suavidad y un brillo deslumbrante. Combinación de vitamina E, guaraná y frutos rojos.","¿Querés un pelo más fuerte y con brillo? Nuestra fórmula Fructis tiene una exclusiva combinación de vitamina E*, guaraná y frutos rojos. Pelo más fuerte.
",https://www.garnier.com.ar/fructis/brillo-vitaminado/fructis-brillo-vitaminado-shampoo,shampoo,Cabello suave,Brillo deslumbrante,Vitamina E,"Aplicar el shampoo sobre el pelo húmedo masajeando suavemente. Dejar actuar, enjuagar y repetir cuanto sea necesario.
",7509552805260 7509552805307 ,"Shampoo brillo vitaminado garnier, garnier brillo vitaminado shampoo, champu garnier con vitaminas para brillo, producto garnier para cabello brillante , shampoo con vitaminas para cabello de garnier",no,Todo tipo de cabello,Cabello,,,ml
HAIR CARE,7509552805307,FRU,Brillo Vitaminado,  Fructis Brillo Vitaminado Acondicionador 200ml,acondicionador,"FRUCTIS
Brillo Vitaminado Acondicionador
 4/5 (1 Opiniones)
Fructis Brillo Vitaminado para cabellos normales y opacos. Cabello más brillante y fuerte. Brinda a tu cabello suavidad y un brillo deslumbrante. Combinación de vitamina E, guaraná y frutos rojos.","¿Querés un pelo más fuerte y con brillo? Nuestra fórmula Fructis tiene una exclusiva combinación de vitamina E*, guaraná y frutos rojos. Pelo más fuerte.
",https://www.garnier.com.ar/fructis/brillo-vitaminado/fructis-brillo-vitaminado-acondicionador ,acondicionador,Cabello suave,Brillo deslumbrante,Vitamina E,"Aplicar el shampoo sobre el pelo húmedo masajeando suavemente. Dejar actuar, enjuagar y repetir cuanto sea necesario.
",7509552805260 7509552805307 ,"Acondicionador brillo vitaminado garnier, garnier brillo vitaminado crema de enjuague , champu garnier con vitaminas para brillo, producto garnier para cabello brillante , acondicionador  con vitaminas para cabello de garnier",no,Todo tipo de cabello,Cabello,,,ml
HAIR CARE,7509552906448,FRU,Brillo Vitaminado, Fructis Brillo Vitaminado Shampoo 350ml,shampoo,"FRUCTIS
Brillo Vitaminado Acondicionador
 4/5 (1 Opiniones)
Fructis Brillo Vitaminado para cabellos normales y opacos. Cabello más brillante y fuerte. Brinda a tu cabello suavidad y un brillo deslumbrante. Combinación de vitamina E, guaraná y frutos rojos.","¿Querés un pelo más fuerte y con brillo? Nuestra fórmula Fructis tiene una exclusiva combinación de vitamina E*, guaraná y frutos rojos. Pelo más fuerte.
",https://www.garnier.com.ar/fructis/brillo-vitaminado/fructis-brillo-vitaminado-shampoo,shampoo,Cabello suave,Brillo deslumbrante,Vitamina E,"Aplicar el shampoo sobre el pelo húmedo masajeando suavemente. Dejar actuar, enjuagar y repetir cuanto sea necesario.
",7509552805260 7509552805307 ,"Shampoo brillo vitaminado garnier, garnier brillo vitaminado shampoo, champu garnier con vitaminas para brillo, producto garnier para cabello brillante , shampoo con vitaminas para cabello de garnier",no,Todo tipo de cabello,Cabello,,,ml
HAIR CARE,7509552914108,FRU,Brillo Vitaminado, Fructis Brillo Vitaminado Acondicionador 350ml ,acondicionador,"FRUCTIS
Brillo Vitaminado Acondicionador
 4/5 (1 Opiniones)
Fructis Brillo Vitaminado para cabellos normales y opacos. Cabello más brillante y fuerte. Brinda a tu cabello suavidad y un brillo deslumbrante. Combinación de vitamina E, guaraná y frutos rojos.","¿Querés un pelo más fuerte y con brillo? Nuestra fórmula Fructis tiene una exclusiva combinación de vitamina E*, guaraná y frutos rojos. Pelo más fuerte.
",https://www.garnier.com.ar/fructis/brillo-vitaminado/fructis-brillo-vitaminado-acondicionador ,acondicionador,Cabello suave,Brillo deslumbrante,Vitamina E,"Aplicar el shampoo sobre el pelo húmedo masajeando suavemente. Dejar actuar, enjuagar y repetir cuanto sea necesario.
",7509552805260 7509552805307 ,"Acondicionador brillo vitaminado garnier, garnier brillo vitaminado crema de enjuague , champu garnier con vitaminas para brillo, producto garnier para cabello brillante , acondicionador  con vitaminas para cabello de garnier",no,Todo tipo de cabello,Cabello,,,ml
HAIR CARE,7509552906554,FRU,Brillo Vitaminado,Fructis Brillo Vitaminado Acondicionador 650ml,acondicionador,"FRUCTIS
Brillo Vitaminado Acondicionador
 4/5 (1 Opiniones)
Fructis Brillo Vitaminado para cabellos normales y opacos. Cabello más brillante y fuerte. Brinda a tu cabello suavidad y un brillo deslumbrante. Combinación de vitamina E, guaraná y frutos rojos.","¿Querés un pelo más fuerte y con brillo? Nuestra fórmula Fructis tiene una exclusiva combinación de vitamina E*, guaraná y frutos rojos. Pelo más fuerte.
",https://www.garnier.com.ar/fructis/brillo-vitaminado/fructis-brillo-vitaminado-acondicionador ,acondicionador,Cabello suave,Brillo deslumbrante,Vitamina E,"Aplicar el shampoo sobre el pelo húmedo masajeando suavemente. Dejar actuar, enjuagar y repetir cuanto sea necesario.
",7509552805260 7509552805307 ,"Acondicionador brillo vitaminado garnier, garnier brillo vitaminado crema de enjuague , champu garnier con vitaminas para brillo, producto garnier para cabello brillante , acondicionador  con vitaminas para cabello de garnier",no,Todo tipo de cabello,Cabello,,,ml
HAIR CARE,7509552906455,FRU,Brillo Vitaminado, Fructis Brillo Vitaminado Shampoo 650ml,shampoo,"FRUCTIS
Brillo Vitaminado Acondicionador
 4/5 (1 Opiniones)
Fructis Brillo Vitaminado para cabellos normales y opacos. Cabello más brillante y fuerte. Brinda a tu cabello suavidad y un brillo deslumbrante. Combinación de vitamina E, guaraná y frutos rojos.","¿Querés un pelo más fuerte y con brillo? Nuestra fórmula Fructis tiene una exclusiva combinación de vitamina E*, guaraná y frutos rojos. Pelo más fuerte.
",https://www.garnier.com.ar/fructis/brillo-vitaminado/fructis-brillo-vitaminado-shampoo,shampoo,Cabello suave,Brillo deslumbrante,Vitamina E,"Aplicar el shampoo sobre el pelo húmedo masajeando suavemente. Dejar actuar, enjuagar y repetir cuanto sea necesario.
",7509552805260 7509552805307 ,"Shampoo brillo vitaminado garnier, garnier brillo vitaminado shampoo, champu garnier con vitaminas para brillo, producto garnier para cabello brillante , shampoo con vitaminas para cabello de garnier",no,Todo tipo de cabello,Cabello,,,ml
HAIR COLOR ,7509552812817,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 10 Ebano Negro - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
HAIR COLOR ,7509552810998,NUTRISSE ,CLASICO ,Nutrisse Clasico Tono 20  Grosella Negra - Kit Completo de Coloración Permanente 45gr,Kit Completo de Coloración ,-,"Tintura permanente con 100% cobertura de canas y hasta 8 semanas de duración. Una formula superior con color mas vibrante y duradero. Enriquecida con 4 aceites: Palta, Soja, Oliva y Nuez. ","NUEVA FORMULA SUPERIOR: Tecnología con colorantes  de larga duración para un tono  luminos y resistente al deslave hasta por 8 semanas

EXCLUSIVA GOTA NUTRITIVA: Con aceites hidratantes de uva para darte a tu cabello un shot de nutrición","Este kit contiene: 
- 1 Crema reveladora capilar de  67,5 ml 
- 1 Crema colorante capilar de 45 g
- 2 Sachets con tratamiento capilar nutritivo de 20 ml c/u 
- 1 Gota nutritiva con aceite capilar mineral y de uva de 4,5 ml 
- Par de guantes  
- Instructivo impreso en la cara interna del estuche


APRBADO POR CRUELTY FREE INTERNATIONAL 
FORMULA VEGANA
MÁS ABASTECIMIENTO SOLIDARIO ","ENRIQUECIDO CON 4 ACEITES NATURALES Y DE ORIGEN RESPONSABLE: Palta, Soja, Oliva , Nuez.

 Nutre y da brillo a tu cabello. Porque un cabello nutrido retiene mejor el color de la raíz a la punta. Nuestra exclusiva gota nutritiva, con aceite de uva, se vierte directamente en la mezcla para un shot de nutrición. Resultado: un cabello más nutrido, suave y brillante!",Tintura permanente que cubre el 100%  de canas. Para un pelo súper nutrido y el mejor resultado de color.,"Nutrisse ayuda a sellar la fibra capilar para mantener tu color más intenso, luminoso y duradero.","MODO DE APLICACIÓN
Primer Paso: Realización de la prueba de alergia cutánea. 
48hs antes de aplicar la coloración, realiza el test de alergia aplicando un poco producto por detrás de tu oreja. 

Segundo Paso: Seguí las instrucciones de aplicación que vienen dentro de la caja para un resultado excelente.

Colocar los guantes antes de empezar. 

Agregar la gota nutritiva y la mascara colorante a la crema reveladora. Cerrar bien y agitar hasta lograr una mezcla homogénea. 

Distribuir la mezcla sobre las raíces separando el pelo de a mechones. 

Para un cabello con canas, aplicar producto primero donde hay mayor concentración de canas y después distribuir la mezcla por el resto del cabello. 

Tercer Paso: Enjuague y tratamiento 
Pasado el tiempo de espera, emulsionar la tintura con abundantes agua tibia.
 
Tip: Conservá el tratamiento restante para usarlo una segunda vez.
Pasados 7 días, aplicar todo el contenido del segundo sachet de tratamiento, luego de lavar el cabellos. Enjuagar y peinar como de costumbre.","7509552844214
7509552844221
7509552828962","Tintura, Coloración, Color de Pelo, Canas, Garnier, Carta Color, tintura que no dañe el pelo, nutrise, nutriss, nutris, nutricion, nutricion pelo, pelo, teñir, vegno,vegano, coloracion vegana, cuidado animal, cruelty free",No,,,,45,gr
