TIPO,CATEGORIA,SUBCATEGORIA (Español),FAMILIA (Español),Nombre del Producto en Inglés (CALIDAD),Nombre del Producto en Español,Descripción MKT,Características,Cod SAP local,EAN ,Merch Code,Tono,Status 2023
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Cejas,ColorStay, ColorStay Brow Fiber Filler,Delineador para Cejas en Gel,¡Lográ un look en tus cejas con más volumen al instante! Contiene un aplicador dual de precisión que resalta tus cejas de manera natural. ¡Conseguí cejas perfectas! ,"•	A prueba de agua
•	Rellena, da volumen y fija el color
•	No se corre.

Tip de aplicación: Con pequeños movimientos hacia arriba usá el aplicador 2 en 1 para aplicar la fórmula en la dirección del crecimiento del vello para crear la forma de la ceja deseada. 
",7256203003,309970050566,305,Dark Brown,Regular
Revlon Cosmetics,Maquillaje para OJOS,Delineador de Cejas,ColorStay, ColorStay Brow Fiber Filler,Delineador para Cejas en Gel,¡Lográ un look en tus cejas con más volumen al instante! Contiene un aplicador dual de precisión que resalta tus cejas de manera natural. ¡Conseguí cejas perfectas! ,"•	A prueba de agua
•	Rellena, da volumen y fija el color
•	No se corre.
•	Tono universal

Tip de aplicación: Con pequeños movimientos hacia arriba usá el aplicador 2 en 1 para aplicar la fórmula en la dirección del crecimiento del vello para crear la forma de la ceja deseada. 
",7256203005,309970050580,306,Clear,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay, ColorStay Light Cover Foundation,Base de Maquillaje ,"Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 12 horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa.","•	Fórmula líquida, ligera y duradera 
•	Hasta 12 horas de duración.
•	Protege con SPF 30
•	Brinda 56 % de hidratación durante 8 horas.
•	Libre de parabenos, ftalatos, fragancias y aceite mineral.",7265601008,309970211677,320,Medium Beige,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay, ColorStay Light Cover Foundation,Base de Maquillaje ,"Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 12 horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa.","•	Fórmula líquida, ligera y duradera 
•	Hasta 12 horas de duración.
•	Protege con SPF 30
•	Brinda 56 % de hidratación durante 8 horas.
•	Libre de parabenos, ftalatos, fragancias y aceite mineral.",7265601006,309970211684,330,Natural Beige,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay, ColorStay Light Cover Foundation,Base de Maquillaje ,"Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 12 horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa.","•	Fórmula líquida, ligera y duradera 
•	Hasta 12 horas de duración.
•	Protege con SPF 30
•	Brinda 56 % de hidratación durante 8 horas.
•	Libre de parabenos, ftalatos, fragancias y aceite mineral.",7265601011,309970211660,240,Natural Tan,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay, ColorStay Light Cover Foundation,Base de Maquillaje ,"Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 12 horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa.","•	Fórmula líquida, ligera y duradera 
•	Hasta 12 horas de duración.
•	Protege con SPF 30
•	Brinda 56 % de hidratación durante 8 horas.
•	Libre de parabenos, ftalatos, fragancias y aceite mineral.",7265601004,309970211691,200,Nude,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para ROSTRO,Base de Maquillaje,ColorStay, ColorStay Light Cover Foundation,Base de Maquillaje ,"Estar radiante sin perder el aspecto natural, ¡es posible! Con la nueva base de maquillaje de hasta 12 horas de duración, podrás lograr un estilo simple y natural, acompañado de la hidratación necesaria para una piel suave y luminosa.","•	Fórmula líquida, ligera y duradera 
•	Hasta 12 horas de duración.
•	Protege con SPF 30
•	Brinda 56 % de hidratación durante 8 horas.
•	Libre de parabenos, ftalatos, fragancias y aceite mineral.",7265601010,309970211653,220,True Beige,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,Photoready,PhotoReady Concealer,Corrector para Rostro,"Lucí impecable para las fotos con nuestro corrector dePhotoReady™. Ocultá las ojeras oscuras, disimulá todas las imperfecciones y preparate para tu primer plano.","
Cobertura total e imperceptible
Los pigmentos fotocromáticos desvían y reflejan la luz para ayudar a eliminar todos los defectos",7243297004,309970077945,004,Medium,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,Photoready,PhotoReady Concealer,Corrector para Rostro,"Lucí impecable para las fotos con nuestro corrector dePhotoReady™. Ocultá las ojeras oscuras, disimulá todas las imperfecciones y preparate para tu primer plano.","
Cobertura total e imperceptible
Los pigmentos fotocromáticos desvían y reflejan la luz para ayudar a eliminar todos los defectos",7243297003,309970077938,003,Light Medium,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Corrector para Rostro,Photoready,PhotoReady Concealer,Corrector para Rostro,"Lucí impecable para las fotos con nuestro corrector dePhotoReady™. Ocultá las ojeras oscuras, disimulá todas las imperfecciones y preparate para tu primer plano.","
Cobertura total e imperceptible
Los pigmentos fotocromáticos desvían y reflejan la luz para ayudar a eliminar todos los defectos",7243297002,309970077921,002,Light ,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Pre Base,Photoready,PhotoReady Rose Glow Mist,Bruma Facial: Prepara + Hidrata + Refresca,"Conocé la fórmula de usos múltiples que prepara la piel antes de la aplicación del maquillaje. Se puede usar como bruma refrescante al instante en cualquier momento y en cualquier lugar. Prepara, refresca la piel y la hidrata hasta por 24 horas. Es ideal para:  rociar, humectar y maximizar tu brillo.","•	Fórmula bifásica que garantiza extra  hidratación y brillo
•	Hidratación hasta por 24 horas
•	Fórmula enriquecida con Extractos de Sandía, Manzana, Lentejas y Vitamina E
•	Fórmula liviana, no pegajosa. Otorga a la piel un aspecto luminoso.
•	Spray ultrafino que se distribuye uniformemente y refresca 
•	Libre de parabenos, sulfatos, ftalatos, formaldehído.",7263278000,309970127275,001,Tono único,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Pre Base,Photoready,PhotoReady Rose Glow Hydrating + Illuminating Primer,Base Iluminadora,"Hidratá e iluminá tu piel con la nueva prebase de Revlon, para un brillo e hidratación integral de hasta por 24 horas. Lográ un aspecto radiante, con o sin maquillaje. Ideal para maximizar el brillo en el rostro. Contiene cuarzo, extractos botánicos. Además, contiene extracto de Sandía, Manzana y Vitamina E.","• Hidratación hasta por 24 horas.
• Brillo e hidratación
• Ideal para maximizar tu brillo
• Sensación de piel radiante 
• Acabado suave",7262932000,309970144869,001,Tono único,Regular
Revlon Cosmetics,Maquillaje para ROSTRO,Pre Base,ColorStay,Colorstay Lock Setting Mist,Spray Fijador para Rostro ,"•	Spray que fija tu maquillaje y lo mantiene intacto.
•	Duración: hasta por 24 horas 
•	Fórmula: no grasosa.
•	Difumina los poros + imperfecciones para lograr un acabado natural
•	Ingredientes: Formulado con una MEZCLA SUPERFOOD DETOX (compuesta por Cítricos + Aloe + Brócoli) que protege y defiende a la piel de los contaminantes y los efectos de agresores diarios como contaminación con partículas o suciedad y radicales libres.","•	Sensación ligera
•	Fórmula no pegajosa. Se seca rápido y se siente cómodo en la piel.
•	Para todo tipo de piel.
•	1 tono universal. 
•	Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceites.
Tip de aplicación 
Agitá vigorosamente. Esperá entre 10 y 12 segundos con los ojos cerrados, rociando 3 veces de manera uniforme en todo el rostro y dejá secar. Utilizalo sobre el maquillaje para una calidad superior y de mayor duración.",7266117000,309970165116,,Tono único,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para ROSTRO,Pre Base,ColorStay,Colorstay Grip Matte Primer ,Base Matificante ,"•	Potente prebase que matifica, se adhiere al maquillaje sin soltarlo hasta por 16 horas 
•	Duración: hasta por 16 horas de control de brillo y exceso de grasa. 
•	Fórmula: no grasosa. Sensación suave en la piel. 
•	Acción TRIPLE PODER: Absorbe el exceso de sebo, ayuda a difuminar las imperfecciones y reduce la apariencia de los poros
•	Ingredientes: Formulado con una MEZCLA SUPERFOOD DETOX (compuesta por Cítricos + Aloe + Brócoli) que protege y defiende a la piel de los contaminantes y los efectos de agresores diarios diarios como contaminación con partículas o suciedad y radicales libres.","•	Textura ligera. Sensación suave en la piel
•	Prolonga la duración del maquillaje
•	Para todo tipo de piel.
•	1 tono universal. 
•	Libre de: talco, sulfatos, parabenos, ftalatos, fragancias y aceites.
Tip de aplicación 
Podés usarlo solo o debajo del maquillaje para un uso prolongado.",7266099000,309970165109,,Tono único,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado. Color hasta por 16 horas y resistente al agua. ","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.


TIP DE APLICACIÓN
Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves.",7262928001,309970117023,001,Your Go To,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado. Color hasta por 16 horas y resistente al agua. ","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.


TIP DE APLICACIÓN
Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves.",7262928007,309970117085,007,Partner in Crime ,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado. Color hasta por 16 horas y resistente al agua. ","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.


TIP DE APLICACIÓN
Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves.",7262928014,309970117160,014,Smokin' Hot ,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado. Color hasta por 16 horas y resistente al agua. ","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.


TIP DE APLICACIÓN
Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves.",7262928015,309970117177,015,Fire & Ice,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado. Color hasta por 16 horas y resistente al agua. ","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.


TIP DE APLICACIÓN
Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves.",7262928019,309970131180,019,My Own Boss,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado. Color hasta por 16 horas y resistente al agua. ","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.


TIP DE APLICACIÓN
Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves.",7262928006,309970117078,006,Eyes on you,Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado. Color hasta por 16 horas y resistente al agua. ","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.


TIP DE APLICACIÓN
Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves.",7262928008,309970117092,008,"Mauvey, Darling ",Regular
Revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Si buscás un producto cómodo que brinde color a tus labios y pueda usarse tanto tiempo como desees, entonces, ¡los nuevos labiales líquidos Satin Ink son ideales para vos! Su fórmula ligera brinda color y comodidad en una sola pasada, logrando una cobertura completa con un brillo satinado. Color hasta por 16 horas y resistente al agua. ","•	Fórmula con Aceite de Semilla de Grosella negra y Vitamina E.
•	Concentrado de color exclusivo de Revlon para una cobertura total con un brillo satinado. El color luce fresco, no agrietado ni descolorido. 
•	Disponible en 8 tonos.


TIP DE APLICACIÓN
Trazá tus labios con la punta del aplicador para definir y rellená con precisión con los bordes suaves.",7262928018,309970131159,018,Fired Up ,Regular
revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Lápiz labial líquido de tinta satinada: lápiz labial líquido sorprendentemente cómodo, brillante y de larga duración que no seca tus labios
Fórmula hidratante y de alta pigmentación: desliza este lápiz labial Revlon para una comodidad en un solo paso, color y un brillo satinado de larga duración. Esta fórmula flexible con colores altamente pigmentados se mueve con tus labios y contiene aceite de semillas de grosella negra y vitamina E para evitar el color de labios agrietado
Cómodo lápiz labial líquido de larga duración: disfruta de hasta 16 horas de uso mientras tus labios se sienten cómodos todo el día.
 (de día a noche, entre semana a fin de semana, con nuestras sombras de ojos de color de larga duración, delineadores de ojos, pintalabios mate o brillantes.","Labial indeleble y de larga duración que no mancha el cubrebocas
Formulado con semillas de grosella negra y vitamina E para mayor humectación
Fórmula flexible que se mueve con los labios para evitar unos labios agrietados
Aplicador que facilita la aplicación del labial
Disponible en 21 tonos vívidos con acabado satinado",7262928013,309970117146,13,Holy Pumpkin,Regular
revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Lápiz labial líquido de tinta satinada: lápiz labial líquido sorprendentemente cómodo, brillante y de larga duración que no seca tus labios
Fórmula hidratante y de alta pigmentación: desliza este lápiz labial Revlon para una comodidad en un solo paso, color y un brillo satinado de larga duración. Esta fórmula flexible con colores altamente pigmentados se mueve con tus labios y contiene aceite de semillas de grosella negra y vitamina E para evitar el color de labios agrietado
Cómodo lápiz labial líquido de larga duración: disfruta de hasta 16 horas de uso mientras tus labios se sienten cómodos todo el día.
 (de día a noche, entre semana a fin de semana, con nuestras sombras de ojos de color de larga duración, delineadores de ojos, pintalabios mate o brillantes.","Labial indeleble y de larga duración que no mancha el cubrebocas
Formulado con semillas de grosella negra y vitamina E para mayor humectación
Fórmula flexible que se mueve con los labios para evitar unos labios agrietados
Aplicador que facilita la aplicación del labial
Disponible en 21 tonos vívidos con acabado satinado",7262928009,309970117108,9,Speak Up,Regular
revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay, ColorStay Satin Ink,Labial Líquido,"Lápiz labial líquido de tinta satinada: lápiz labial líquido sorprendentemente cómodo, brillante y de larga duración que no seca tus labios
Fórmula hidratante y de alta pigmentación: desliza este lápiz labial Revlon para una comodidad en un solo paso, color y un brillo satinado de larga duración. Esta fórmula flexible con colores altamente pigmentados se mueve con tus labios y contiene aceite de semillas de grosella negra y vitamina E para evitar el color de labios agrietado
Cómodo lápiz labial líquido de larga duración: disfruta de hasta 16 horas de uso mientras tus labios se sienten cómodos todo el día.
 (de día a noche, entre semana a fin de semana, con nuestras sombras de ojos de color de larga duración, delineadores de ojos, pintalabios mate o brillantes.","Labial indeleble y de larga duración que no mancha el cubrebocas
Formulado con semillas de grosella negra y vitamina E para mayor humectación
Fórmula flexible que se mueve con los labios para evitar unos labios agrietados
Aplicador que facilita la aplicación del labial
Disponible en 21 tonos vívidos con acabado satinado",7262928021,309970131203,21,Partner in Wine,Regular
revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay,"CS Satin Ink - Crown Jewels Shade Extension
",Labial Líquido,"Colección Edición Especial: Inspirado en gemas preciosas
Labial a prueba de cubrebocas: Satin ink es indeleble
Color intenso hasta por 16 horas
Labios perfectos y humectados: Formulado con semillas de grosella negra y vitamina E para mayor humectación
Fórmula flexible que se mueve con los labios para evitar unos labios agrietados","Conocé la nueva colección de tonos Satin Ink Crown Jewels de edición limitada. 
Sacá a tu reina interior y aportale a tus labios tonos inspirados en piedras preciosas con el labial líquido de larga duración. 
Ahora con nuevos tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual.
_x0095_Cobertura completa con un brillo satinado.
_x0095_Resistente al agua.
_x0095_Color y comodidad en una sola pasada.
_x0095_Fórmula ligera.
_x0095_AHORA NUEVOS TONOS INSPIRADOS EN PIEDRAS PRECIOSAS: Tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual.",7262928032,309970173548,32,Lady Topaz,OTO
revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay,"CS Satin Ink - Crown Jewels Shade Extension
",Labial Líquido,"Colección Edición Especial: Inspirado en gemas preciosas
Labial a prueba de cubrebocas: Satin ink es indeleble
Color intenso hasta por 16 horas
Labios perfectos y humectados: Formulado con semillas de grosella negra y vitamina E para mayor humectación
Fórmula flexible que se mueve con los labios para evitar unos labios agrietados","Conocé la nueva colección de tonos Satin Ink Crown Jewels de edición limitada. 
Sacá a tu reina interior y aportale a tus labios tonos inspirados en piedras preciosas con el labial líquido de larga duración. 
Ahora con nuevos tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual.
_x0095_Cobertura completa con un brillo satinado.
_x0095_Resistente al agua.
_x0095_Color y comodidad en una sola pasada.
_x0095_Fórmula ligera.
_x0095_AHORA NUEVOS TONOS INSPIRADOS EN PIEDRAS PRECIOSAS: Tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual.",7262928033,309970173555,33,Queen of Quartz,OTO
revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay,"CS Satin Ink - Crown Jewels Shade Extension
",Labial Líquido,"Colección Edición Especial: Inspirado en gemas preciosas
Labial a prueba de cubrebocas: Satin ink es indeleble
Color intenso hasta por 16 horas
Labios perfectos y humectados: Formulado con semillas de grosella negra y vitamina E para mayor humectación
Fórmula flexible que se mueve con los labios para evitar unos labios agrietados","Conocé la nueva colección de tonos Satin Ink Crown Jewels de edición limitada. 
Sacá a tu reina interior y aportale a tus labios tonos inspirados en piedras preciosas con el labial líquido de larga duración. 
Ahora con nuevos tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual.
_x0095_Cobertura completa con un brillo satinado.
_x0095_Resistente al agua.
_x0095_Color y comodidad en una sola pasada.
_x0095_Fórmula ligera.
_x0095_AHORA NUEVOS TONOS INSPIRADOS EN PIEDRAS PRECIOSAS: Tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual.",7262928034,309970173562,34,"Regal Ruby
",OTO
revlon Cosmetics,Maquillaje para LABIOS,Labiales Líquidos,ColorStay,"CS Satin Ink - Crown Jewels Shade Extension
",Labial Líquido,"Colección Edición Especial: Inspirado en gemas preciosas
Labial a prueba de cubrebocas: Satin ink es indeleble
Color intenso hasta por 16 horas
Labios perfectos y humectados: Formulado con semillas de grosella negra y vitamina E para mayor humectación
Fórmula flexible que se mueve con los labios para evitar unos labios agrietados","Conocé la nueva colección de tonos Satin Ink Crown Jewels de edición limitada. 
Sacá a tu reina interior y aportale a tus labios tonos inspirados en piedras preciosas con el labial líquido de larga duración. 
Ahora con nuevos tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual.
_x0095_Cobertura completa con un brillo satinado.
_x0095_Resistente al agua.
_x0095_Color y comodidad en una sola pasada.
_x0095_Fórmula ligera.
_x0095_AHORA NUEVOS TONOS INSPIRADOS EN PIEDRAS PRECIOSAS: Tonos modernos de alto impacto en acabados perla y crema que aportan frescura al surtido actual.",7262928038,309970173609,38,Citrine Queen,OTO
Revlon Cosmetics,Maquillaje para OJOS,Sombras para Ojos,So Fierce!, So Fierce! Prismatic Palette,Paleta Prismática de Sombras,"¿Clásico o atrevido? Desafiá tu mirada y lográ tu look deseado con esta nueva paleta de sombras.
•	Color cremoso y llamativo con brillo tipo cristal.
•	Color intenso y altamente texturizado.
•	A prueba de arrugas y de manchas.
•	 Una gama de tonos y acabados desde neutrales hasta brillos de alta intensidad, facilitando la creación de estilos.
•	Duración del color hasta por 10 horas si se usa húmedo u 8 horas si se usa seco.
•	Disponible en 2 paletas de 4 tonos cada uno. ","Tip de uso 
Aplicá sombras secas para un color prismático suave. Podés aplicar el color directamente sobre los párpados con el dedo. Para un resultado más intenso podés utilizar un pincel o aplicador húmedo, deslizandolo en el color y luego aplicandolo en los párpados.",7265544001,309970116316,961,That's A Dub,Regular
Revlon Cosmetics,Maquillaje para OJOS,Sombras para Ojos,So Fierce!, So Fierce! Prismatic Palette,Paleta Prismática de Sombras,"¿Clásico o atrevido? Desafiá tu mirada y lográ tu look deseado con esta nueva paleta de sombras.
•	Color cremoso y llamativo con brillo tipo cristal.
•	Color intenso y altamente texturizado.
•	A prueba de arrugas y de manchas.
•	 Una gama de tonos y acabados desde neutrales hasta brillos de alta intensidad, facilitando la creación de estilos.
•	Duración del color hasta por 10 horas si se usa húmedo u 8 horas si se usa seco.
•	Disponible en 2 paletas de 4 tonos cada uno. ","Tip de uso 
Aplicá sombras secas para un color prismático suave. Podés aplicar el color directamente sobre los párpados con el dedo. Para un resultado más intenso podés utilizar un pincel o aplicador húmedo, deslizandolo en el color y luego aplicandolo en los párpados.",7265544003,309970116330,965,Tantrum,Regular
Revlon Cosmetics,Maquillaje para OJOS,Sombras para Ojos,So Fierce!, So Fierce! Prismatic Palette,Paleta Prismática de Sombras,"¿Clásico o atrevido? Desafiá tu mirada y lográ tu look deseado con esta nueva paleta de sombras.
•	Color cremoso y llamativo con brillo tipo cristal.
•	Color intenso y altamente texturizado.
•	A prueba de arrugas y de manchas.
•	 Una gama de tonos y acabados desde neutrales hasta brillos de alta intensidad, facilitando la creación de estilos.
•	Duración del color hasta por 10 horas si se usa húmedo u 8 horas si se usa seco.
•	Disponible en 2 paletas de 4 tonos cada uno. 
","Tip de uso 
Aplica las sombras secas para un acabado suave. 
Aplica el color con tu dedo directamente sobre el parpado. 
Para difuminar podés usar una brocha.
Aplica las sombras mojadas para un efecto más intenso y saturado. 
Podes aplicarlas con tu dedo índice mojado.
Con una brocha podés difuminar el color a lo largo de los parpados.
",7265544006,309970116392,962,Fully Loaded,Regular
Revlon Cosmetics,Maquillaje para OJOS,Delineador de cejas,ColorStay,Colorstay Semi-Permanent Brow Ink,Tinta semipermanente para cejas,"•	Hasta 3 días de cejas impecables y a prueba de manchas: lográ cejas perfectas al instante con una sensación ligera y fijación flexible. Fórmula para un look natural o intenso.
•	Contiene pigmentos de color suaves para la piel, sin olor ni irritación que aseguran cejas con un color uniforme, de aspecto natural, más llenas y definidas por más tiempo. 
•	Cuenta con 2 herramientas clave: El aplicador de punta fina inteligente + el cepillo. Ambos brindan una aplicación fácil y precisa como la de un experto para rellenar, delinear, intensificar, cubrir o darle la forma deseada a las cejas. ","•	A prueba de transferencias y de manchas. 
•	Suave para la piel y fácil de quitar.
•	Cubre cejas grises",7266097001,309970174842,350,Blonde Ink,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para OJOS,Delineador de cejas,ColorStay,Colorstay Semi-Permanent Brow Ink,Tinta semipermanente para cejas,"•	Hasta 3 días de cejas impecables y a prueba de manchas: lográ cejas perfectas al instante con una sensación ligera y fijación flexible. Fórmula para un look natural o intenso.
•	Contiene pigmentos de color suaves para la piel, sin olor ni irritación que aseguran cejas con un color uniforme, de aspecto natural, más llenas y definidas por más tiempo. 
•	Cuenta con 2 herramientas clave: El aplicador de punta fina inteligente + el cepillo. Ambos brindan una aplicación fácil y precisa como la de un experto para rellenar, delinear, intensificar, cubrir o darle la forma deseada a las cejas. ","•	A prueba de transferencias y de manchas. 
•	Suave para la piel y fácil de quitar.
•	Cubre cejas grises",7266097003,309970174866,352,Soft Brown Ink,Disponible hasta agotar stock
Revlon Cosmetics,Maquillaje para OJOS,Delineador de cejas,ColorStay,Colorstay Semi-Permanent Brow Ink,Tinta semipermanente para cejas,"•	Hasta 3 días de cejas impecables y a prueba de manchas: lográ cejas perfectas al instante con una sensación ligera y fijación flexible. Fórmula para un look natural o intenso.
•	Contiene pigmentos de color suaves para la piel, sin olor ni irritación que aseguran cejas con un color uniforme, de aspecto natural, más llenas y definidas por más tiempo. 
•	Cuenta con 2 herramientas clave: El aplicador de punta fina inteligente + el cepillo. Ambos brindan una aplicación fácil y precisa como la de un experto para rellenar, delinear, intensificar, cubrir o darle la forma deseada a las cejas. ","•	A prueba de transferencias y de manchas. 
•	Suave para la piel y fácil de quitar.
•	Cubre cejas grises",7266097006,309970174897,355,Dark Brown Ink,Disponible hasta agotar stock
